,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,RH_pred_xg,AH_pred_xg
430,2004-03-28 16:00:00,1.3,986.75,4.303271193472167,727.25,73.0,1212.75,70.0,1244.0,501.75,18.199999809265,28.25,0.584836833830443,30.302855,0.650877
431,2004-03-28 17:00:00,1.3,993.0,4.050256979222614,713.5,77.0,1216.5,75.0,1237.75,515.5,17.049999713898,31.375,0.6047552989864466,30.791449,0.5820392
432,2004-03-28 18:00:00,1.4,1011.5,4.653947132964057,745.75,86.0,1174.25,86.0,1300.5,554.5,15.625,35.0,0.6169967172353186,35.916176,0.6957067
433,2004-03-28 19:00:00,1.9,1113.75,6.237201055298119,822.75,93.0,1067.5,94.0,1357.25,670.75,14.100000143051,40.22500038147,0.6438456899717052,45.80082,0.6389469
434,2004-03-28 20:00:00,1.8,1093.25,5.508623133368252,788.5,105.0,1101.75,103.0,1329.0,787.5,13.425000190735,43.199998855591,0.6623204318935353,42.894123,0.6148136
435,2004-03-28 21:00:00,1.1,968.25,3.2808838245676193,669.25,67.0,1261.0,81.0,1245.5,538.25,12.325000047684,46.799999237061,0.6685970296466238,46.997334,0.70068544
436,2004-03-28 22:00:00,1.1,959.75,3.218875255436456,665.5,63.0,1266.0,80.0,1223.75,544.0,11.875,46.47500038147,0.6449478999799921,47.86807,0.6607327
437,2004-03-28 23:00:00,1.1,942.0,2.9322466012758994,647.75,63.0,1299.75,77.0,1204.0,499.5,11.5,46.64999961853,0.631851844976167,47.373318,0.672317
438,2004-03-29 00:00:00,0.9,887.75,2.183593389348636,597.5,46.0,1396.25,58.0,1155.75,417.25,10.625000238419,47.950000762939,0.6135454303931761,48.84993,0.62512434
439,2004-03-29 01:00:00,0.6,817.75,1.2575500759428946,523.5,21.0,1587.5,31.0,1071.0,341.25,10.724999904633,45.775000572205,0.5895459442308844,46.515846,0.6558701
440,2004-03-29 02:00:00,0.5,840.25,1.1019592524649573,509.0,22.0,1643.0,38.0,1075.75,352.0,10.449999809265,46.64999961853,0.5901335881053779,47.290615,0.669814
441,2004-03-29 03:00:00,0.7,894.0,1.2658352378612354,524.25,114.5,1557.0,80.08076923076922,1095.0,397.25,10.100000143051,47.824998855591,0.5913116840225768,50.355522,0.6584351
442,2004-03-29 04:00:00,0.6,863.66666666667,1.179554362055887,516.33333333333,39.0,1496.3333333333,59.0,1153.0,502.33333333333,11.333333333333,46.86666615804,0.6279623208551685,47.387943,0.74860543
443,2004-03-29 05:00:00,0.7,898.0,1.6779019605578074,559.25,55.0,1441.25,70.0,1179.75,648.25,10.125,51.199999809265,0.6340770912900695,50.986244,0.6392274
444,2004-03-29 06:00:00,0.9,945.5,2.8535704981423655,642.75,76.0,1309.0,75.0,1231.75,759.5,9.8500001430511,50.700000762939,0.6166750770570743,52.33492,0.64433324
445,2004-03-29 07:00:00,2.9,1309.25,14.266927815926682,1125.25,181.0,844.25,103.0,1686.5,1183.0,8.1000000238419,56.75,0.6149907769284461,57.7039,0.6182938
446,2004-03-29 08:00:00,4.1,1326.25,19.743714277046415,1289.25,259.0,713.5,134.0,1805.5,1431.25,10.925000190735,44.050000190735,0.5747667500245283,46.39355,0.6757856
447,2004-03-29 09:00:00,1.5,966.25,5.4518029314463465,785.75,118.0,1111.25,98.0,1257.75,705.25,11.775000095367,37.599999427795,0.5184235105053019,38.903755,0.5874821
448,2004-03-29 10:00:00,1.5,975.0,5.596929682822607,792.75,119.0,1133.25,97.0,1254.0,637.25,13.850000143051,33.150000572205,0.522219546954398,45.431267,0.63171583
449,2004-03-29 11:00:00,1.5,988.25,5.807066327844245,802.75,123.0,1105.0,98.0,1292.5,658.25,15.575000286102,30.075000286102,0.528509453270279,30.627182,0.5472021
450,2004-03-29 12:00:00,1.4,971.0,5.4569580235554955,786.0,92.0,1129.25,78.0,1271.5,546.0,16.500000238419,29.02499961853,0.5405616898275734,29.6285,0.56685823
451,2004-03-29 13:00:00,1.6,1009.75,6.457164646441118,832.75,91.0,1070.0,83.0,1332.25,561.0,17.474999904633,27.875,0.5517006195546249,29.580439,0.55292994
452,2004-03-29 14:00:00,1.5,983.5,5.544912138895297,790.25,103.0,1131.0,92.0,1267.5,531.75,17.900000095367,26.800000667572,0.544606056773643,25.854202,0.4736414
453,2004-03-29 15:00:00,1.4,961.5,5.247305750259137,775.75,102.0,1131.25,81.0,1247.0,535.25,18.150000095367,26.099999904633,0.5386580627191933,25.80958,0.51901376
454,2004-03-29 16:00:00,1.5,1012.0,5.770054202900989,801.0,94.0,1098.25,90.0,1288.75,525.0,17.974999427795,27.050000190735,0.5522473354811813,27.427382,0.5465329
455,2004-03-29 17:00:00,1.9,1058.0,7.910799352772567,895.5,98.0,995.75,95.0,1357.5,603.25,16.999999523163,28.925000190735,0.5557954959945705,32.09065,0.56854564
456,2004-03-29 18:00:00,2.5,1173.0,10.204454244911034,985.25,126.0,904.5,114.0,1476.75,802.25,16.10000038147,31.275000572205,0.5680436033297681,32.09587,0.6407947
457,2004-03-29 19:00:00,2.1,1126.5,8.196874198144533,907.25,108.0,956.5,106.0,1403.5,796.25,14.549999952316,35.449999809265,0.5838761514450106,37.5881,0.6911557
458,2004-03-29 20:00:00,1.6,1019.5,5.691082532681572,797.25,95.0,1065.75,99.0,1302.0,688.75,13.225000143051,37.875,0.5732960987674435,40.13325,0.6203826
459,2004-03-29 21:00:00,1.2,948.75,3.7993883716478276,699.5,78.0,1220.5,90.0,1177.5,553.0,13.125,34.374999523163,0.5169958921407884,48.911427,0.5673951
460,2004-03-29 22:00:00,1.1,929.5,3.977882954308811,709.5,61.0,1278.0,82.0,1136.5,509.25,13.549999952316,28.499999523163,0.4404525393661916,41.35886,0.6136644
461,2004-03-29 23:00:00,1.0,899.75,2.8496606572459786,642.5,55.0,1338.75,74.0,1089.25,455.0,12.424999952316,31.875000476837,0.4583174182501161,32.452934,0.5220827
462,2004-03-30 00:00:00,1.0,898.75,2.6495095616042814,629.5,57.0,1417.5,76.0,1050.25,425.0,13.125,26.75,0.4023168089194366,41.072613,0.42710954
463,2004-03-30 01:00:00,0.7,866.25,1.804617397022203,569.25,41.0,1467.5,66.0,1055.25,435.5,11.649999856949,33.599999904633,0.4595395192830382,35.28991,0.6183311
464,2004-03-30 02:00:00,0.7,899.75,1.7249591914596851,563.0,46.0,1402.0,73.0,1129.5,618.0,10.5,42.875,0.5441522453763333,43.17243,0.6082953
465,2004-03-30 03:00:00,0.8,949.0,1.442220421528291,539.75,114.5,1456.75,80.08076923076922,1104.0,747.25,11.674999952316,38.675000190735,0.5298059291862145,38.794033,0.62739015
466,2004-03-30 04:00:00,0.758659217877095,896.5,1.31322175102388,528.5,41.0,1462.0,69.0,1100.5,692.5,12.224999904633,37.175000190735,0.5276792806142719,42.41948,0.53042847
467,2004-03-30 05:00:00,0.7,956.0,2.2857806756960337,604.75,52.0,1341.25,71.0,1116.75,691.0,12.924999952316,33.924999237061,0.5037261536559368,34.99783,0.5680705
468,2004-03-30 06:00:00,1.1,1054.0,5.313401621471466,779.0,111.0,1079.5,98.0,1265.75,1012.75,11.274999856949,40.27499961853,0.537601948523615,42.52549,0.5949611
469,2004-03-30 07:00:00,2.6,1343.25,13.378099027683405,1096.25,191.0,838.5,115.0,1586.5,1310.75,11.900000095367,38.425000190735,0.5340979361580392,56.01271,0.67405367
470,2004-03-30 08:00:00,4.0,1583.5,23.81445830704887,1398.75,244.0,642.25,130.0,1946.75,1675.0,13.324999809265,35.550001144409,0.541559228531225,36.408627,0.64542896
471,2004-03-30 09:00:00,4.2,1555.75,21.488111149528635,1337.25,283.0,673.5,150.0,1852.25,1688.5,16.325000286102,28.799999713898,0.5305244760933587,42.534534,0.58927125
472,2004-03-30 10:00:00,4.7,1564.75,20.981985953180125,1323.5,320.0,694.5,159.0,1872.0,1687.75,17.900000095367,28.249999523163,0.5740716589900348,30.563183,0.66645145
473,2004-03-30 11:00:00,3.9,1428.5,18.381657068639182,1250.5,249.0,734.25,146.0,1754.25,1548.25,18.25,26.625,0.552903118043697,35.82082,0.7349607
474,2004-03-30 12:00:00,3.7,1418.5,18.94778792993442,1266.75,219.0,742.25,138.0,1763.0,1490.25,20.800000190735,22.5,0.5463066881985376,25.373245,0.6422359
475,2004-03-30 13:00:00,3.4,1373.25,17.10326171179337,1213.0,200.0,791.0,128.0,1710.5,1353.75,22.449999809265,19.950000286102,0.5351852806629579,21.280045,0.6159922
476,2004-03-30 14:00:00,2.2,1185.25,10.373373792087863,991.5,138.0,941.75,97.0,1447.75,1013.5,20.900000095367,21.674999713898,0.5294825140210498,25.426859,0.58923155
477,2004-03-30 15:00:00,1.9,1122.25,7.953131497568524,897.25,118.0,991.0,91.0,1371.75,831.25,19.075000286102,26.5,0.5790298140613147,28.029055,0.6513633
478,2004-03-30 16:00:00,1.6,1084.5,6.166413663112407,819.5,99.0,1059.75,81.0,1325.0,698.75,18.124999523163,30.550000190735,0.6295234045510375,30.561815,0.6580841
479,2004-03-30 17:00:00,2.1,1248.5,9.731187323395478,967.5,112.0,874.0,99.0,1526.5,925.5,17.275000095367,34.72500038147,0.6787764243010617,35.253872,0.77330196
480,2004-03-30 18:00:00,2.2,1236.25,9.593046413094703,962.25,117.0,853.25,101.0,1531.5,928.0,15.849999666214,40.425000190735,0.7227924514151022,43.632347,0.7940817
481,2004-03-30 19:00:00,2.7,1334.0,11.924863429687202,1047.0,129.0,814.75,106.0,1638.0,1038.0,15.924999952316,41.97500038147,0.754052803017719,46.338657,0.8052664
482,2004-03-30 20:00:00,2.4,1263.5,8.706316634357416,927.75,132.0,884.25,102.0,1534.0,1034.5,15.875,43.5,0.7789963988414559,43.76414,0.8113259
483,2004-03-30 21:00:00,1.3,1072.75,4.653947132964057,745.75,73.0,1071.5,84.0,1359.75,788.75,15.025000095367,46.14999961853,0.7833264781348421,45.94499,0.78649503
484,2004-03-30 22:00:00,1.2,1052.5,3.830372555883701,701.25,68.0,1147.0,81.0,1323.25,692.25,15.050000190735,44.550000190735,0.7573651897974522,43.886368,0.757755
485,2004-03-30 23:00:00,1.5,1097.75,4.678062894272762,747.0,80.0,1094.0,91.0,1360.0,763.75,14.850000143051,43.500000953674,0.7302160576861134,44.433304,0.7307502
486,2004-03-31 00:00:00,1.3,1028.75,3.8481259529430054,702.25,68.0,1180.0,82.0,1286.5,639.25,14.775000095367,41.0,0.6849883418385199,42.83769,0.74446017
487,2004-03-31 01:00:00,1.0,972.5,2.676090587829464,631.25,44.0,1287.25,64.0,1239.75,540.75,14.750000238419,40.849999427795,0.6814022247302514,43.07261,0.68700093
488,2004-03-31 02:00:00,0.9,972.0,2.787414370831833,638.5,47.0,1222.0,70.0,1256.25,677.75,14.825000047684,40.77499961853,0.6833899677975457,42.08807,0.79455554
489,2004-03-31 03:00:00,0.5,832.25,0.9724494566891972,496.25,114.5,1612.5,80.08076923076922,1065.75,381.0,14.199999809265,36.14999961853,0.5823138414949435,36.422306,0.71667814
490,2004-03-31 04:00:00,0.5,850.5,0.7901587664876446,477.0,15.0,1699.0,26.0,1064.25,343.0,14.525000095367,36.050000190735,0.592817291859612,36.143463,0.6120675
491,2004-03-31 05:00:00,0.6,909.0,1.504175249891816,545.0,44.0,1472.75,58.0,1130.5,436.0,14.575000286102,36.049999237061,0.5947008519437857,36.4365,0.61163753
492,2004-03-31 06:00:00,1.0,1037.5,3.5210984059647115,683.5,85.0,1219.75,93.0,1279.0,687.5,14.424999952316,38.5,0.6290996907149704,39.798275,0.62822014
493,2004-03-31 07:00:00,3.1,1635.5,15.621359219570662,1168.0,207.0,720.5,110.0,1926.25,1437.75,13.775000095367,58.224999427795,0.9128551665206911,58.71713,1.0616313
494,2004-03-31 08:00:00,4.1,1580.25,19.9493542369401,1295.0,230.0,639.25,115.0,1956.5,1488.75,13.224999904633,61.14999961853,0.9255988299860037,59.646694,0.8927066
495,2004-03-31 09:00:00,2.2,1261.75,8.599625488406302,923.5,181.0,872.25,125.0,1575.5,1092.75,10.400000095367,74.424999237061,0.9384247168190674,73.188,0.88186437
496,2004-03-31 10:00:00,1.7,1196.5,6.540487668220774,836.5,144.0,956.75,118.0,1498.0,964.5,11.450000047684,70.97500038147,0.9582114790077059,71.92986,0.9351432
497,2004-03-31 11:00:00,1.9,1276.75,7.682679548673003,886.0,140.0,901.5,109.0,1578.5,1003.75,12.200000047684,70.02499961853,0.9923662650839767,70.28422,0.9386774
498,2004-03-31 12:00:00,2.9,1429.5,11.30587461136357,1025.25,204.0,779.0,123.0,1771.5,1165.75,12.275000095367,73.324998855591,1.0441698361334117,73.15691,1.0394605
499,2004-03-31 13:00:00,2.2,1242.25,9.125830725364114,944.25,149.0,846.0,114.0,1638.25,990.75,11.25,78.124998092651,1.0411431251352763,77.002075,0.97466344
500,2004-03-31 14:00:00,2.6,1348.5,11.235629201385404,1022.75,171.0,804.0,114.0,1748.0,1053.5,13.625,69.200000762939,1.074585128800994,63.111687,1.0324627
501,2004-03-31 15:00:00,3.1,1389.75,13.484076653735869,1099.75,195.0,755.0,119.0,1798.75,1191.5,14.875000238419,59.324999809265,0.9974410039602601,58.73305,0.9308454
502,2004-03-31 16:00:00,2.3,1223.5,10.050093703546924,979.5,152.0,850.25,111.0,1637.0,1054.5,15.675000190735,50.875,0.8996766723707865,54.1781,0.8808499
503,2004-03-31 17:00:00,2.4,1252.5,11.319946086587374,1025.75,128.0,809.5,103.0,1681.0,1047.5,15.200000047684,52.949999809265,0.9087412043656885,52.003952,0.94698834
504,2004-03-31 18:00:00,2.8,1312.0,11.752703849058946,1041.0,121.0,820.5,103.0,1711.5,1072.5,15.5,50.77499961853,0.8880646969354563,51.329105,0.9252139
505,2004-03-31 19:00:00,2.7,1254.3333333333,11.524820242423965,1033.0,142.0,818.66666666667,107.0,1669.0,1068.3333333333,14.300000190735,52.93333307902,0.8581026323307125,52.22115,0.88134634
506,2004-03-31 20:00:00,2.3,1198.0,9.345221010408595,952.75,131.0,881.5,105.0,1588.25,1018.5,13.174999713898,55.974999427795,0.8445584259611326,56.50583,0.849545
507,2004-03-31 21:00:00,1.5,1060.25,5.467274438558492,786.5,81.0,1044.0,91.0,1418.0,833.0,12.649999856949,57.0,0.8315308836353055,58.129055,0.85966027
508,2004-03-31 22:00:00,1.4,1050.0,5.101134317941586,768.5,60.0,1078.25,79.0,1408.75,758.5,12.275000095367,57.750000953674,0.8223772243251011,59.273384,0.83766156
509,2004-03-31 23:00:00,1.2,1029.25,4.804320198215755,753.5,57.0,1097.5,79.0,1395.25,749.0,11.974999904633,58.449999809265,0.8163871397638851,59.084526,0.82950824
510,2004-04-01 00:00:00,1.6,1143.0,6.29188712636252,825.25,96.0,985.5,86.0,1477.25,978.25,11.950000047684,61.624999046326,0.8593442034755616,67.151085,0.8651684
511,2004-04-01 01:00:00,1.2,1043.75,5.121191172765745,769.5,85.0,1031.25,70.0,1424.75,944.25,11.499999761581,63.875,0.865156190872878,64.58012,0.92915606
512,2004-04-01 02:00:00,1.1,1034.0,4.086652431771937,715.5,50.0,1085.0,55.0,1405.0,891.25,10.674999952316,67.224998474121,0.8629879858643917,66.75217,0.873276
513,2004-04-01 03:00:00,0.9,956.25,4.045717310202204,713.25,114.5,1098.5,80.08076923076922,1421.5,848.75,8.974999666214,73.10000038147,0.839403459888452,73.62168,0.93440646
514,2004-04-01 04:00:00,0.7,909.25,2.433637604423108,615.0,57.0,1237.0,49.0,1321.5,789.5,10.225000143051,66.574999809265,0.8298975601272053,66.827866,0.8921816
515,2004-04-01 05:00:00,0.9,996.0,2.9401643453635233,648.25,64.0,1175.5,50.0,1339.75,852.0,10.950000047684,63.699998855591,0.8325141696783469,67.87562,0.88115466
516,2004-04-01 06:00:00,1.7,1153.5,7.445634592498937,876.0,153.0,1001.5,67.0,1560.5,987.25,9.625,68.775001525879,0.8242643582344042,68.982376,0.91057295
517,2004-04-01 07:00:00,4.2,1510.25,19.788341330849207,1290.5,342.0,675.25,94.0,1949.0,1434.5,9.5,69.60000038147,0.8273289711599782,69.34066,0.81358474
518,2004-04-01 08:00:00,6.2,1721.5,31.918570747839304,1595.25,378.0,538.75,119.0,2438.5,1797.75,11.875,60.925001144409,0.8454750128422129,60.69983,0.84539336
519,2004-04-01 09:00:00,4.6,1511.5,20.97283131106031,1323.25,304.0,631.0,139.0,2001.0,1676.5,16.225000143051,48.575000762939,0.8892074859917042,48.26807,0.8925636
520,2004-04-01 10:00:00,2.8,1258.25,11.716971682644164,1039.75,192.0,799.5,113.0,1700.75,1281.75,19.150000095367,39.599999427795,0.8692660766529969,40.62617,0.9421308
521,2004-04-01 11:00:00,1.6,1093.75,6.832858302767715,849.5,130.0,970.25,88.0,1488.75,871.25,19.724999904633,38.449998855591,0.874323849183893,41.172363,0.9773171
522,2004-04-01 12:00:00,1.7,1128.75,7.427984010652609,875.25,106.0,974.0,73.0,1523.75,759.25,20.60000038147,36.674999237061,0.8797143487757445,43.58261,0.9431827
523,2004-04-01 13:00:00,1.7,1124.5,8.599625488406302,923.5,102.0,936.5,73.0,1541.5,789.5,21.849999427795,33.900001525879,0.8771400609158182,38.05565,0.8637394
524,2004-04-01 14:00:00,1.7,1094.7515597147951,10.316244785033918,963.2299465240643,99.0,818.1991978609626,72.0,1435.5508021390372,939.5008912655973,22.906751332436016,36.470031160509315,0.8771400609158182,38.02341,1.0347924
525,2004-04-01 15:00:00,1.9,1100.37188057041,10.266850116521137,963.4659090909088,108.0,820.0155971479502,81.0,1434.2281639928697,934.0811051693404,23.300757572293914,35.962722774495404,0.8771400609158182,34.47719,0.8753401
526,2004-04-01 16:00:00,2.3,1130.794459338695,11.117460747388863,993.8668453976766,131.0,797.3701966041109,93.0,1461.2904378909739,972.8027256478998,23.34727435728818,36.16481240185594,0.8771400609158182,36.666946,0.88429457
527,2004-04-01 17:00:00,3.3,1308.0,16.426573279185213,1192.6666666667,163.0,793.33333333333,106.0,1193.0,1187.3333333333,23.599999745687,27.533332824707,0.7912595105626807,6.1665726,0.6807923
528,2004-04-01 18:00:00,4.2,1528.5,21.248211015776175,1330.75,211.0,700.25,132.0,2028.25,1398.75,22.849999904633,32.074999809265,0.8813611484449144,32.156055,0.921341
529,2004-04-01 19:00:00,5.5,1592.25,25.00579678945213,1429.25,267.0,623.75,164.0,2089.0,1644.0,20.750000476837,36.674999237061,0.8877776025766839,36.481094,0.8947052
530,2004-04-01 20:00:00,4.9,1535.75,20.20993301920428,1302.25,269.0,666.0,161.0,1921.75,1598.75,18.25,40.900000572205,0.8493422664548784,41.271618,0.8157408
531,2004-04-01 21:00:00,2.5,1192.25,10.79738414281125,1007.0,154.0,827.0,124.0,1604.0,1223.25,16.775000095367,44.02499961853,0.834143825684035,44.459843,0.8122085
532,2004-04-01 22:00:00,2.0,1186.0,9.943304590471374,975.5,127.0,844.0,113.0,1570.25,1200.0,15.825000047684,48.0,0.8568841329653735,47.621998,0.80968505
533,2004-04-01 23:00:00,2.0,1202.75,8.518416854434964,920.25,122.0,897.75,103.0,1528.5,1117.75,14.899999856949,52.000000953674,0.8756691527781013,47.39334,0.8526356
534,2004-04-02 00:00:00,2.0,1139.0,7.98342769496114,898.5,126.0,921.25,104.0,1514.25,1066.5,14.075000047684,54.449999809265,0.870146830575278,55.96071,0.82070446
535,2004-04-02 01:00:00,1.3,1072.25,5.633465103186379,794.5,84.0,985.5,93.0,1441.75,1048.0,13.25,58.849999427795,0.8922118510101595,59.446262,0.9036182
536,2004-04-02 02:00:00,1.0,954.25,3.2436181473100727,667.0,58.0,1179.5,60.0,1350.25,717.5,13.25,60.875000953674,0.9229124521532339,59.085888,0.91121316
537,2004-04-02 03:00:00,0.9,951.25,3.335032082092045,672.5,114.5,1137.0,80.08076923076922,1380.75,796.5,11.774999856949,64.324999809265,0.8869040480731224,64.32326,0.90167123
538,2004-04-02 04:00:00,0.758659217877095,925.5,2.7719444496798484,637.5,37.0,1195.0,52.0,1342.25,748.5,11.224999904633,65.949998855591,0.8774658120923249,65.30601,0.872535
539,2004-04-02 05:00:00,0.7,968.0,2.630592414772159,628.25,56.0,1196.5,66.0,1371.5,736.75,11.275000095367,72.949998855591,0.9737569834389203,71.841385,0.92701435
540,2004-04-02 06:00:00,1.1,1066.5,4.298612683193852,727.0,91.0,1054.75,82.0,1447.5,903.25,11.424999952316,71.75,0.9671055114540951,71.19411,0.9626182
541,2004-04-02 07:00:00,2.6,1385.75,12.987594194106657,1083.25,159.0,797.5,109.0,1832.5,1159.0,11.924999952316,73.650001525879,1.0253719725163488,74.60481,1.0451819
542,2004-04-02 08:00:00,3.9,1473.5,20.345280485597808,1306.0,190.0,633.5,114.0,2059.75,1365.25,12.625,70.175001144409,1.0220869736325955,70.02626,0.99487144
543,2004-04-02 09:00:00,5.0,1569.0,20.717193269684454,1316.25,249.0,634.0,139.0,2054.0,1509.5,13.625,65.274997711182,1.01363498626609,64.6846,0.98219067
544,2004-04-02 10:00:00,3.3,1374.5,15.896882599847913,1176.5,196.0,705.75,127.0,1897.75,1385.75,16.949999809265,52.27499961853,1.0013385620112398,51.93767,0.99553585
545,2004-04-02 11:00:00,2.9,1327.5,14.189345912451454,1122.75,180.0,738.25,127.0,1821.0,1368.0,19.449999809265,44.074999809265,0.9854840777057463,43.853195,0.971232
546,2004-04-02 12:00:00,3.1,1340.75,15.888749669624614,1176.25,167.0,747.75,135.0,1824.5,1346.5,22.900000095367,33.825000286102,0.9322369653333065,33.61546,0.8709455
547,2004-04-02 13:00:00,3.0,1296.5,16.092604901165874,1182.5,159.0,764.5,130.0,1773.0,1241.5,23.624999523163,31.275000095367,0.90012924887395,30.613758,0.86276686
548,2004-04-02 14:00:00,2.7,1303.0,14.681118210237681,1138.5,152.0,790.25,126.0,1760.75,1138.0,24.72500038147,30.499999523163,0.9370989211895211,30.655191,0.9011694
549,2004-04-02 15:00:00,2.7,1281.0,13.973076899581681,1115.75,149.0,808.75,121.0,1702.5,1079.5,26.125000476837,27.27499961853,0.9100515480473719,26.051125,0.9014201
550,2004-04-02 16:00:00,2.6,1247.75,13.567594761904079,1102.5,143.0,871.5,122.0,1632.25,1002.0,27.574999809265,22.824999809265,0.8288101112400023,22.410162,0.78510326
551,2004-04-02 17:00:00,3.7,1382.0,19.69913018617026,1288.0,185.0,777.75,138.0,1799.0,1212.25,26.875,22.349999904633,0.7791626660382895,21.9308,0.7690656
552,2004-04-02 18:00:00,4.5,1491.25,23.29507783426013,1385.25,223.0,685.0,165.0,1915.25,1486.25,24.275000095367,30.124999523163,0.9012158825040008,29.892284,0.86621034
553,2004-04-02 19:00:00,4.7,1619.75,24.143977510134107,1407.25,215.0,641.0,154.0,2051.75,1567.25,21.224999904633,40.050000190735,0.997832991603864,39.459976,0.8266702
554,2004-04-02 20:00:00,5.5,1693.0,25.39185365635481,1439.0,271.0,617.75,168.0,2083.25,1722.5,19.425000190735,42.474999427795,0.9482539617221298,41.780594,0.9268514
555,2004-04-02 21:00:00,3.0,1373.5,14.142883364271057,1121.25,180.0,770.75,146.0,1685.25,1399.25,18.499999523163,43.02499961853,0.907379859945666,38.840176,0.81373805
556,2004-04-02 22:00:00,1.9,1287.25,10.123793161712667,982.25,115.0,841.25,124.0,1582.0,1290.5,17.77499961853,46.950000762939,0.9467088086263501,46.545124,0.9090301
557,2004-04-02 23:00:00,2.3,1408.25,12.076377763385809,1052.25,149.0,761.0,124.0,1683.5,1442.5,16.799999713898,53.224999427795,1.0100328275036838,51.965836,0.913774
558,2004-04-03 00:00:00,1.6,1254.25,9.029748042099776,940.5,98.0,828.0,106.0,1566.25,1269.5,17.075000286102,51.75,0.9990409443791354,52.359776,0.99337363
559,2004-04-03 01:00:00,1.3,1140.75,6.31930644980548,826.5,73.0,935.5,88.0,1488.25,1109.75,16.249999761581,54.174999237061,0.9932762128755723,53.560318,0.9138386
560,2004-04-03 02:00:00,1.2,1140.75,5.277767706408433,777.25,69.0,986.0,83.0,1455.25,1059.75,15.050000190735,58.150000572205,0.9885698323576909,57.901962,0.9403174
561,2004-04-03 03:00:00,0.9,1041.75,3.7597093215051665,697.25,114.5,1055.75,80.08076923076922,1410.0,964.75,15.050000190735,57.625,0.9796446436638756,58.907948,1.0112054
562,2004-04-03 04:00:00,0.8,986.25,2.9878617985251053,651.25,60.0,1144.5,74.0,1380.25,891.0,14.450000047684,57.975001335144,0.9488310828175042,57.108494,0.9101522
563,2004-04-03 05:00:00,0.8,1005.0,3.347581466611277,673.25,56.0,1103.0,64.0,1387.25,904.5,13.725000143051,61.625,0.9630834431490053,61.004402,0.933519
564,2004-04-03 06:00:00,0.9,1040.75,3.5082754249705093,682.75,73.0,1112.25,69.0,1397.5,898.75,13.874999761581,59.625,0.9407844330219806,61.45666,0.93160945
565,2004-04-03 07:00:00,2.0,1271.75,9.501420645894049,958.75,159.0,845.5,91.0,1659.75,1136.25,13.325000047684,61.699999809265,0.9399213426499731,61.78595,0.96855736
566,2004-04-03 08:00:00,3.0,1436.25,15.172041243505564,1154.0,203.0,704.0,96.0,1872.25,1390.75,15.050000190735,55.800000190735,0.9486190247860613,55.877987,0.97891724
567,2004-04-03 09:00:00,3.1,1471.75,14.274695923974273,1125.5,211.0,719.5,106.0,1816.0,1460.0,16.974999904633,50.474999427795,0.9683685256436287,50.642246,1.006242
568,2004-04-03 10:00:00,2.5657492354740064,1418.25,11.242645342095422,1023.0,339.48035714285714,785.25,133.6720238095238,1720.25,1410.0,19.700000286102,43.324999809265,0.9836708582588467,43.437916,1.1560816
569,2004-04-03 11:00:00,2.260923076923077,1410.0,11.439854734855004,1030.0,306.32686567164177,781.0,130.4122754491018,1743.3333333333,1372.0,20.733333587646,41.733333587646,1.0091995844642,42.539795,1.0811498
570,2004-04-03 12:00:00,2.169631901840491,1437.5,13.378099027683405,1096.25,273.03850746268654,781.0,124.45492537313433,1779.25,1266.25,23.27499961853,35.824999809265,1.0097647131220753,37.898846,1.0138822
571,2004-04-03 13:00:00,2.2012269938650304,1278.25,10.591313617363797,999.5,253.26246246246245,866.25,119.30090090090091,1621.25,1013.75,23.849999904633,30.5,0.8896703355162164,31.121103,0.9626401
572,2004-04-03 14:00:00,2.126073619631902,1256.5,10.776700938510382,1006.25,243.24174174174175,914.75,116.44594594594595,1573.0,869.5,24.799999713898,26.974999904633,0.8324808872518769,27.596931,0.8241542
573,2004-04-03 15:00:00,2.0492307692307694,1331.0,11.896096062617145,1046.0,238.64011976047905,882.25,117.19191616766467,1634.75,904.5,24.974999904633,27.5,0.8575088654630384,30.006575,0.8848283
574,2004-04-03 16:00:00,2.2674772036474162,1361.25,13.537199103668305,1101.5,261.3468656716418,834.0,123.29731343283584,1703.5,991.25,25.800000190735,26.5,0.8674864019162629,26.821077,0.9499352
575,2004-04-03 17:00:00,2.8163141993957703,1397.75,15.227900098086305,1155.75,308.03353115727003,812.25,135.79970326409494,1721.75,1075.5,25.050000190735,27.125,0.8495709980317053,28.490679,0.94214296
576,2004-04-03 18:00:00,3.4363363363363364,1483.25,17.094871128341516,1212.75,350.64494047619047,764.0,145.90089285714285,1797.75,1249.0,23.724999904633,28.574999809265,0.8273367489697923,34.4741,0.9045642
577,2004-04-03 19:00:00,3.733233532934132,1696.5,26.656299704449964,1470.5,363.97626112759644,625.0,150.07804154302673,2153.0,1547.75,22.125,36.800000190735,0.9680931756950951,37.446873,1.0077453
578,2004-04-03 20:00:00,3.4690690690690693,1459.0,14.235873413022327,1124.25,349.08456973293767,736.25,145.11305637982196,1823.0,1299.5,19.900000095367,47.47500038147,1.0911668759637907,49.077503,1.1240627
