,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,RH_pred,AH_pred,Time
2517,2.4,1115.75,14.088759192555683,1119.5,150.0,724.25,124.0,1854.25,1035.25,34.824999809265,22.800000190735,1.2488261353034975,24.227198,1.4190874,2004-06-23 15:00:00
2518,2.5,1111.0,14.4304364473042,1130.5,171.0,734.5,137.0,1824.5,1085.25,34.324999809265,22.35000038147,1.1907022019935007,22.79742,1.308587,2004-06-23 16:00:00
2519,3.6,1210.25,20.70808806765923,1316.0,234.0,644.5,159.0,2030.25,1278.0,32.525000572205,25.250000476837,1.2164976442460989,24.468365,1.265642,2004-06-23 17:00:00
2520,3.9,1249.5,21.5528957539878,1339.0,251.0,615.5,152.0,2075.25,1383.25,31.275000095367,27.250000476837,1.223438011151162,26.925816,1.291229,2004-06-23 18:00:00
2521,4.4,1296.5,24.173145382519362,1408.0,294.0,595.0,166.0,2134.0,1473.25,30.150000095367,29.02499961853,1.2223644269433187,27.365173,1.2406017,2004-06-23 19:00:00
2522,4.8,1313.25,21.784947667912245,1345.25,300.0,603.25,163.0,2117.5,1507.25,28.52499961853,33.300000190735,1.2775264555679728,32.69193,1.349566,2004-06-23 20:00:00
2523,2.5,1145.75,13.002522353660071,1083.75,159.0,712.75,121.0,1829.25,1215.0,27.299999713898,35.275000572205,1.2605789319648062,36.921375,1.3697757,2004-06-23 21:00:00
2524,2.8,1198.75,15.108309746474148,1152.0,176.0,685.0,125.0,1897.25,1241.75,26.074999809265,37.799999237061,1.2575337738430126,38.614597,1.3201973,2004-06-23 22:00:00
2525,3.2,1274.25,16.553254344130867,1196.5,192.0,625.75,120.0,2023.0,1356.25,24.650000572205,47.074999809265,1.43995106895434,47.459152,1.5135323,2004-06-23 23:00:00
2526,2.6,1242.5,12.653645978793678,1072.0,152.0,674.5,103.0,1978.0,1194.5,23.599999427795,59.824999809265,1.7192651348278645,59.68552,1.770483,2004-06-24 00:00:00
2527,1.5,1054.0,8.587110474608117,923.0,63.0,783.25,64.0,1792.75,899.0,23.275000095367,60.52499961853,1.7059598309438724,59.31723,1.6845435,2004-06-24 01:00:00
2528,1.0,962.25,5.282852006266751,777.5,35.0,929.25,44.0,1645.25,726.0,23.299999713898,59.35000038147,1.6753422627600987,58.706493,1.5977404,2004-06-24 02:00:00
2529,0.8,914.75,3.633065021681544,690.0,35.0,982.5,44.0,1570.0,742.75,22.900000095367,57.700000762939,1.5902460652180086,60.44368,1.5803698,2004-06-24 03:00:00
2530,0.6,870.5,2.799040891215181,639.25,21.0,1062.25,35.0,1527.5,683.5,23.699999809265,53.47500038147,1.5459658916182604,57.034718,1.5592897,2004-06-24 04:00:00
2531,0.6,876.75,3.0923265348316855,657.75,41.0,1047.25,46.0,1530.25,778.5,21.150000572205,60.85000038147,1.5091818846140457,60.257,1.493907,2004-06-24 05:00:00
2532,0.7,893.25,3.737742185041412,696.0,48.0,1008.0,54.0,1548.25,801.25,22.14999961853,56.175000190735,1.4800156203453578,55.42999,1.4538006,2004-06-24 06:00:00
2533,1.2,1030.0,6.866943662337093,851.0,102.0,824.0,68.0,1699.75,983.0,21.85000038147,56.97500038147,1.4741904404656192,61.437557,1.6161343,2004-06-24 07:00:00
2534,1.5,1059.0,8.649763222680718,925.5,111.0,783.0,77.0,1749.5,988.75,24.675000190735,45.89999961853,1.4060893600399396,53.357613,1.5594971,2004-06-24 08:00:00
2535,1.3,1019.5,7.061457835865667,859.5,93.0,863.75,74.0,1649.25,875.0,26.950000286102,40.799999237061,1.4285994226379837,42.619907,1.4231164,2004-06-24 09:00:00
2536,1.6,1044.5,6.61866637230466,840.0,118.0,878.5,92.0,1656.0,806.5,29.125,37.35000038147,1.4832757743116256,40.701794,1.5586656,2004-06-24 10:00:00
2537,1.5,1029.0,7.205958222732487,865.75,93.0,873.75,83.0,1650.75,726.5,31.050000190735,32.374999046326,1.4351069808191048,34.407204,1.4887049,2004-06-24 11:00:00
2538,1.2,959.0,4.991422099648152,763.0,56.0,976.0,58.0,1561.25,549.25,31.924999713898,30.324999809265,1.4124643447091354,33.500927,1.504728,2004-06-24 12:00:00
2539,1.1,974.75,5.706839741200487,798.0,51.0,938.5,55.0,1576.0,570.25,32.775001525879,28.900000095367,1.4120321207064759,30.611176,1.4662739,2004-06-24 13:00:00
2540,1.2,988.0,6.031253547102022,813.25,52.0,927.25,61.0,1595.5,596.0,33.449999809265,27.824999809265,1.4118664084488213,29.697184,1.4871662,2004-06-24 14:00:00
2541,1.3,971.0,6.139279509279001,818.25,59.0,941.5,65.0,1565.0,584.75,35.324999809265,23.674999713898,1.3330902826386268,24.759584,1.4051307,2004-06-24 15:00:00
2542,1.4,999.0,7.995559921982606,899.0,62.0,869.0,74.0,1629.25,637.0,35.77499961853,22.375000476837,1.2915213826064091,24.046799,1.4166012,2004-06-24 16:00:00
2543,1.6,988.5,7.760400228527269,889.25,85.0,888.75,89.0,1602.25,663.5,35.25,20.800000190735,1.1663665021166643,23.005438,1.3418524,2004-06-24 17:00:00
2544,2.1,1075.0,11.144589364521869,1019.5,109.0,802.25,103.0,1731.75,796.5,33.349999904633,23.949999809265,1.2084735402966393,24.71631,1.266081,2004-06-24 18:00:00
2545,3.0,1190.0,15.91315378299009,1177.0,168.0,694.66666666667,128.0,1934.0,1045.6666666667,30.266666412354,30.766667048136,1.3043679416903908,30.859922,1.3228037,2004-06-24 19:00:00
2546,2.8,1172.25,13.720008745686181,1107.5,166.0,705.5,122.0,1877.5,1058.25,28.324999809265,34.5,1.308367098203305,36.157215,1.407492,2004-06-24 20:00:00
2547,3.8,1255.5,21.580686033511935,1339.75,149.0,594.0,125.0,2175.5,1213.75,27.10000038147,38.949998855591,1.375796866049793,41.347202,1.4894714,2004-06-24 21:00:00
2548,3.2,1189.75,16.76068856280095,1202.75,118.0,658.25,119.0,1966.5,1055.75,25.400000572205,43.175000190735,1.38047378798303,42.099876,1.3726279,2004-06-24 22:00:00
2549,4.1,1249.25,20.499139634782683,1310.25,160.0,601.25,126.0,2114.25,1280.0,24.550000190735,45.27499961853,1.3767129710806012,44.727623,1.3964599,2004-06-24 23:00:00
2550,2.6,1072.0,14.104214213178958,1120.0,124.0,710.75,100.0,1837.5,1044.75,23.749999523163,46.02499961853,1.3345557449093086,41.28038,1.2258091,2004-06-25 00:00:00
2551,2.0,1035.0,10.91490814480382,1011.25,95.0,750.0,94.0,1752.0,1038.5,23.0,48.050000190735,1.33224198167963,46.54049,1.3298337,2004-06-25 01:00:00
2552,0.9,838.75,3.6287310028800195,689.75,34.0,1029.75,52.0,1456.5,640.0,24.775000095367,43.374999046326,1.3366263086977035,44.92166,1.3133808,2004-06-25 02:00:00
2553,0.7,833.25,3.3058283703750515,670.75,34.0,1060.75,52.0,1482.0,704.5,23.075000286102,47.424999237061,1.3208296760766385,47.600903,1.3223431,2004-06-25 03:00:00
2554,0.6,804.25,2.4409510265512,615.5,45.0,1143.75,64.0,1426.5,662.25,21.749999523163,50.224999427795,1.291717742290461,49.80122,1.2740513,2004-06-25 04:00:00
2555,0.6,811.25,2.9798895042342073,650.75,35.0,1097.0,46.0,1442.25,579.25,21.875000476837,50.699999809265,1.313809273536489,50.952274,1.3041555,2004-06-25 05:00:00
2556,1.6,1028.0,8.851555169750771,933.5,141.0,817.5,88.0,1743.25,986.75,20.050000190735,56.97500038147,1.3215755639827604,58.84181,1.4524845,2004-06-25 06:00:00
2557,2.6,1138.25,14.759833471701361,1141.0,199.0,671.0,104.0,1926.5,1196.75,21.5,51.824999809265,1.3128809584097367,50.385307,1.3615309,2004-06-25 07:00:00
2558,2.9,1203.25,16.182651999829726,1185.25,224.0,649.25,125.0,1968.25,1327.5,22.875,48.749999046326,1.341567540335743,46.415703,1.3632354,2004-06-25 08:00:00
2559,2.8,1193.25,14.602582468637797,1136.0,245.0,666.75,151.0,1924.0,1370.0,25.699999809265,41.025001525879,1.3350966791065233,42.34512,1.4271219,2004-06-25 09:00:00
2560,1.9,1048.5,7.9713033230967305,898.0,153.0,857.5,113.0,1670.5,921.0,29.924999713898,33.175000190735,1.3792952564725012,34.031578,1.3641213,2004-06-25 10:00:00
2561,1.9,1090.25,9.074532671522617,942.25,145.0,827.5,102.0,1712.75,876.0,32.900000095367,28.025000095367,1.3789134136969774,29.528334,1.427423,2004-06-25 11:00:00
2562,2.1,1069.75,9.956626627357988,976.0,130.0,808.25,108.0,1687.5,818.75,33.97500038147,25.574999809265,1.3362535766518093,25.181532,1.3413582,2004-06-25 12:00:00
2563,1.9,1014.25,9.797264454790868,970.0,95.0,826.25,93.0,1684.0,763.0,34.724999427795,22.574999809265,1.2296731879309153,23.841148,1.3391163,2004-06-25 13:00:00
2564,1.6,971.5,8.313749266595785,912.0,88.0,882.0,89.0,1596.0,675.0,35.525000572205,20.349999904633,1.1585748535935616,21.098742,1.2718289,2004-06-25 14:00:00
2565,1.6,951.0,7.534155226996669,879.75,89.0,919.75,84.0,1539.0,636.75,35.89999961853,18.775000095367,1.0911998766756168,19.637901,1.2008244,2004-06-25 15:00:00
2566,2.1,1032.75,11.652770715899177,1037.5,127.0,801.5,111.0,1690.25,825.75,36.175000190735,18.550000190735,1.0945322994661115,19.154272,1.1890765,2004-06-25 16:00:00
2567,2.4,982.75,13.295081115569923,1093.5,149.0,817.0,115.0,1659.0,854.25,35.35000038147,15.275000095367,0.8612910145369455,16.550455,0.9071278,2004-06-25 17:00:00
2568,2.8,973.0,14.360264054926166,1128.25,170.0,813.25,127.0,1642.25,894.25,32.925000190735,15.524999856949,0.7649474786304672,16.71634,0.8041498,2004-06-25 18:00:00
2569,3.4,1082.75,17.91691164675124,1237.0,210.0,736.5,129.0,1786.0,1077.25,29.925000190735,19.75,0.8211328380198555,19.977875,0.84611005,2004-06-25 19:00:00
2570,3.4,1061.75,15.864361525951503,1175.5,230.0,763.25,140.0,1743.25,1120.5,28.099999904633,22.424999713898,0.8394463750719886,22.598959,0.89844924,2004-06-25 20:00:00
2571,2.7,1010.5,14.158363661462387,1121.75,203.0,807.75,137.0,1679.75,1070.5,26.125,24.675000667572,0.823300540490048,24.525843,0.885391,2004-06-25 21:00:00
2572,2.6,1054.25,13.781177484066122,1109.5,174.0,764.5,130.0,1669.5,1167.0,24.950000286102,28.724999904633,0.8943848256932374,27.367811,0.93588144,2004-06-25 22:00:00
2573,2.3,1012.75,11.66702460019206,1038.0,164.0,792.75,121.0,1597.75,1162.0,24.25,31.02499961853,0.9267636624643827,28.867672,0.9354837,2004-06-25 23:00:00
2574,1.2,869.75,6.2317436447591925,822.5,76.0,975.0,79.0,1397.75,847.75,24.000000476837,31.22500038147,0.9189840527748002,29.245733,0.8534074,2004-06-26 00:00:00
2575,1.0,857.25,5.11115855104113,769.0,52.0,1005.75,69.0,1389.5,758.75,22.424999713898,34.949999809265,0.9361724749798213,35.950275,0.9231075,2004-06-26 01:00:00
2576,0.9,834.75,4.524641622302657,739.0,47.0,1035.5,61.0,1381.5,694.0,21.22500038147,37.550000190735,0.9355463153383853,39.21291,0.9626156,2004-06-26 02:00:00
2577,1.1,844.25,4.902415029941832,758.5,47.0,1005.0,61.0,1408.75,848.0,19.474999904633,42.25,0.9461280396523573,42.854996,0.96347266,2004-06-26 03:00:00
2578,1.1,763.0,2.540596042811355,622.25,37.0,1128.5,58.0,1321.25,688.5,21.199999809265,39.400000572205,0.9801522820106382,44.299404,1.0262818,2004-06-26 04:00:00
2579,0.4,768.5,2.303600243079362,606.0,41.0,1170.5,58.0,1313.75,609.5,19.5,42.424999237061,0.9515044791717054,43.793114,1.0128144,2004-06-26 05:00:00
2580,0.9,890.75,5.544912138895297,790.25,74.0,959.75,70.0,1465.5,816.25,18.625,45.75,0.9723205918095935,48.136955,1.0561359,2004-06-26 06:00:00
2581,1.8,1037.0,10.407299502216185,992.75,168.0,778.75,104.0,1679.5,1157.5,19.724999904633,44.14999961853,1.0039375489429319,49.383663,1.116891,2004-06-26 07:00:00
2582,2.2,1089.75,12.440402906675981,1064.75,176.0,728.25,109.0,1772.75,1227.75,21.949999809265,39.35000038147,1.0243155109997162,45.316685,1.1889187,2004-06-26 08:00:00
2583,2.4,1117.25,14.034723520982585,1117.75,184.0,715.75,129.0,1791.25,1322.75,24.500000476837,34.325000762939,1.0406594657719923,36.91474,1.1719714,2004-06-26 09:00:00
2584,2.3,1109.25,12.697958031382527,1073.5,187.0,761.0,144.0,1733.75,1274.25,29.97500038147,25.599999904633,1.0674007061712287,27.301483,1.1982049,2004-06-26 10:00:00
2585,1.6,961.0,8.978681321036397,938.5,118.0,911.5,101.0,1507.5,846.25,34.52499961853,18.874999523163,1.0167960910825615,15.862292,0.92909247,2004-06-26 11:00:00
2586,1.4,985.0,8.487270269306281,919.0,89.0,917.75,90.0,1539.75,736.5,36.324999809265,17.5,1.04110882195966,16.918232,1.0726218,2004-06-26 12:00:00
2587,1.4,959.5,8.239851353044795,909.0,70.0,910.25,86.0,1522.75,675.25,37.675000190735,15.975000143051,1.023067971360176,15.980922,1.098464,2004-06-26 13:00:00
2588,1.0,927.25,5.881393021131512,806.25,51.0,1012.75,69.0,1446.25,558.5,38.325000762939,15.775000095367,1.0465116701583004,15.621263,1.1186558,2004-06-26 14:00:00
2589,1.0,957.5,5.638692720437387,794.75,52.0,1001.75,65.0,1481.25,604.0,38.35000038147,17.474999904633,1.160859043477579,18.56198,1.2146798,2004-06-26 15:00:00
2590,1.2,1018.75,6.669133099118774,842.25,70.0,935.25,73.0,1565.0,728.75,37.249999046326,20.474999904633,1.2812731481125128,20.933462,1.3076308,2004-06-26 16:00:00
2591,1.3,1010.0,6.085164330889835,815.75,80.0,955.0,73.0,1567.25,740.75,33.974999427795,26.375000476837,1.3780522820363301,25.376068,1.2803084,2004-06-26 17:00:00
2592,1.5,1030.25,6.702868338935873,843.75,90.0,916.5,78.0,1598.5,746.5,32.299999713898,30.374999523163,1.4450086900819865,28.475191,1.3240688,2004-06-26 18:00:00
2593,1.9,1099.5,9.170817613167577,946.0,111.0,827.0,98.0,1726.0,932.0,30.500000476837,33.89999961853,1.4564483720307886,32.98459,1.4292237,2004-06-26 19:00:00
2594,1.8,1079.0,8.245998766973687,909.25,107.0,860.5,99.0,1685.75,928.25,29.224999427795,37.799999237061,1.5097958019763653,34.103394,1.3822117,2004-06-26 20:00:00
2595,1.4,1035.75,7.038453654816475,858.5,73.0,899.5,83.0,1645.0,859.75,28.375,39.124999046326,1.4880560023725644,36.36672,1.3978748,2004-06-26 21:00:00
2596,1.7,1085.0,9.507952908441492,959.0,75.0,826.75,88.0,1746.5,963.25,27.674999713898,40.60000038147,1.482829552588806,38.58737,1.4382867,2004-06-26 22:00:00
2597,2.7,1214.25,15.068535654215179,1150.75,144.0,682.5,117.0,1938.0,1308.75,27.174999713898,42.474999427795,1.5068744976730502,40.82295,1.4494009,2004-06-26 23:00:00
2598,2.1,1127.0,11.745553705068062,1040.75,120.0,728.0,97.0,1829.75,1266.0,26.5,44.800000190735,1.527973632739152,43.677273,1.4563478,2004-06-27 00:00:00
2599,1.4,1038.0,9.280463860059642,950.25,71.0,775.75,75.0,1749.5,1181.0,25.5,47.625,1.5317525342404046,47.997288,1.4584026,2004-06-27 01:00:00
2600,1.0,947.5,6.379807784998373,829.25,40.0,873.0,53.0,1637.5,936.5,25.150000095367,47.849999427795,1.507563772742708,48.181484,1.4591664,2004-06-27 02:00:00
2601,1.0,953.0,6.70849793298091,844.0,40.0,848.0,53.0,1684.75,995.25,23.174999713898,53.699999809265,1.504568254362473,56.127106,1.5248783,2004-06-27 03:00:00
2602,0.8,868.75,4.228993383068505,723.25,34.0,975.25,45.0,1521.75,788.75,23.199999809265,52.27499961853,1.4668338094781534,48.70939,1.3409191,2004-06-27 04:00:00
2603,0.5,808.75,2.6268159217883977,628.0,27.0,1127.25,42.0,1490.0,681.75,23.999999523163,50.324999809265,1.481116704325216,47.86136,1.4169034,2004-06-27 05:00:00
2604,0.6,832.5,2.818464253455941,640.5,30.0,1087.75,44.0,1495.75,717.0,23.5,51.224999427795,1.4633608417654373,49.70942,1.4224685,2004-06-27 06:00:00
2605,0.6,856.75,3.141056393473606,660.75,40.0,1083.25,50.0,1510.5,696.0,23.52499961853,50.75,1.4519556206522506,50.07605,1.4256184,2004-06-27 07:00:00
2606,1.0,966.0,6.171846614801026,819.75,56.0,912.75,60.0,1634.0,806.75,24.675000190735,47.64999961853,1.4596984319466966,47.91413,1.4394755,2004-06-27 08:00:00
2607,1.6,1062.5,7.868563563334816,893.75,104.0,822.5,100.0,1688.0,1025.25,27.199999332428,41.125,1.461105837252072,41.773624,1.4849818,2004-06-27 09:00:00
2608,1.9,1110.0,10.504814795607029,996.33333333333,121.0,781.66666666667,111.0,1770.6666666667,1090.0,30.96666653951,32.39999961853,1.4294376816597658,32.03135,1.4630482,2004-06-27 10:00:00
2609,1.7,1055.25,9.042534011144204,941.0,100.0,844.25,110.0,1647.5,931.5,35.199999809265,24.77499961853,1.3854353821966343,22.83539,1.37431,2004-06-27 11:00:00
2610,1.1,939.25,6.341278497026854,827.5,59.0,991.25,74.0,1486.25,639.0,37.849999427795,18.525000095367,1.1977062891301697,16.414875,1.1355904,2004-06-27 12:00:00
2611,0.8,816.25,3.5210984059647115,683.5,42.0,1194.75,56.0,1285.0,466.75,39.0,15.149999856949,1.0423648391019384,11.9192915,0.9919366,2004-06-27 13:00:00
2612,0.7,840.75,4.027580344201121,712.25,38.0,1174.5,50.0,1338.75,476.25,41.25,12.799999952316,0.9933462642095874,11.3553,1.0444341,2004-06-27 14:00:00
2613,0.7,841.75,4.201281458658824,721.75,40.0,1163.0,54.0,1293.5,489.75,41.77499961853,11.875,0.9475808065375783,10.112235,0.9369225,2004-06-27 15:00:00
2614,1.2,990.0,6.884013451636693,851.75,70.0,967.0,90.0,1487.75,668.75,42.199999809265,14.225000143051,1.1608982070383471,12.554237,1.1724656,2004-06-27 16:00:00
2615,1.6,1042.0,7.862537749302659,893.5,95.0,915.75,109.0,1536.75,800.25,41.375,15.475000143051,1.2089380748216538,14.694485,1.2502594,2004-06-27 17:00:00
2616,1.6,1089.25,7.856513903479742,893.25,90.0,879.25,110.0,1608.75,790.75,38.85000038147,21.400000095367,1.460523376696196,19.22138,1.4264566,2004-06-27 18:00:00
2617,1.7,1101.75,10.332725294089727,990.0,90.0,799.0,103.0,1685.25,849.0,34.324999809265,26.025000095367,1.386488787093095,23.48423,1.306843,2004-06-27 19:00:00
2618,2.0,1095.0,10.49572725238983,996.0,111.0,799.0,120.0,1695.25,934.0,32.650000095367,27.699999809265,1.3439381932044197,25.304016,1.3351074,2004-06-27 20:00:00
2619,2.3,1116.0,12.727536081823898,1074.5,135.0,760.75,134.0,1784.0,1080.5,30.47500038147,30.375,1.3031466238632339,28.004868,1.3245888,2004-06-27 21:00:00
2620,2.4,1105.0,11.896096062617145,1046.0,146.0,776.5,137.0,1750.75,1102.25,29.02499961853,33.625,1.3276902948040439,29.82698,1.3093629,2004-06-27 22:00:00
2621,1.7,1017.75,9.273998705674401,950.0,100.0,830.0,99.0,1635.5,914.0,28.224999904633,36.550000190735,1.378122526877579,30.331953,1.2144731,2004-06-27 23:00:00
2622,1.2,990.75,7.916840904491177,895.75,69.0,857.25,78.0,1615.5,926.0,27.200000286102,38.89999961853,1.3820551894715944,35.414448,1.253498,2004-06-28 00:00:00
2623,1.0,922.5,5.031199772035871,765.0,47.0,952.0,63.0,1507.75,786.0,26.650000095367,39.974999427795,1.375416645649366,37.8323,1.2268631,2004-06-28 01:00:00
2624,0.6,873.75,3.448698810469343,679.25,26.0,1049.0,41.0,1443.5,618.75,25.950000286102,41.175000190735,1.3598037536953902,40.149544,1.2338957,2004-06-28 02:00:00
2625,0.5,846.0,3.161456301958919,662.0,26.0,1067.5,41.0,1463.5,632.5,22.750000476837,50.074999809265,1.367742554227769,48.901733,1.3298877,2004-06-28 03:00:00
2626,0.4,837.75,2.691330509085943,632.25,24.0,1079.0,39.0,1438.0,634.0,24.0,46.550000190735,1.370014606763304,46.587692,1.327389,2004-06-28 04:00:00
2627,0.5,827.0,3.0640509143991097,656.0,55.0,1074.5,60.0,1446.75,722.25,24.049999237061,46.375,1.3689280500481196,42.557217,1.254702,2004-06-28 05:00:00
2628,0.7,900.5,4.986459357589333,762.75,47.0,983.5,54.0,1551.5,716.5,23.699999809265,47.050000190735,1.3602186998901604,45.691833,1.3531713,2004-06-28 06:00:00
2629,3.2,1290.75,20.717193269684454,1316.25,209.0,602.5,119.0,2172.0,1444.75,23.64999961853,47.300001144409,1.3633771165275461,48.256012,1.4949687,2004-06-28 07:00:00
2630,5.6,1441.0,32.37982194495187,1605.75,348.0,503.0,159.0,2567.75,1786.0,25.525000095367,43.125000953674,1.3890629427960577,42.370453,1.4745289,2004-06-28 08:00:00
2631,4.6,1362.5,24.24126212757447,1409.75,337.0,564.75,182.0,2198.5,1791.0,28.52499961853,36.825000762939,1.4127601330781547,33.45052,1.3816123,2004-06-28 09:00:00
2632,3.3,1218.25,16.611224897423497,1198.25,280.0,671.25,183.0,1907.25,1413.25,32.625000476837,28.000000476837,1.3565876084925224,26.12906,1.3705052,2004-06-28 10:00:00
2633,2.1,1132.0,13.227321306164397,1091.25,169.0,751.25,144.0,1794.5,1091.75,36.300000190735,23.400000095367,1.3902042640824843,21.968035,1.4058839,2004-06-28 11:00:00
2634,1.9,1102.75,12.286951048321209,1059.5,126.0,770.0,118.0,1748.0,940.25,37.52499961853,21.52499961853,1.367301622897841,20.0998,1.3467362,2004-06-28 12:00:00
2635,1.9,1080.75,12.105330063304645,1053.25,108.0,770.25,106.0,1773.25,882.5,39.550000190735,18.97500038147,1.3447416772428622,19.119223,1.4286419,2004-06-28 13:00:00
2636,1.6,1078.75,11.095698761743996,1017.75,93.0,793.0,97.0,1739.0,850.25,40.050001144409,19.25,1.4012977092440895,18.706654,1.4533721,2004-06-28 14:00:00
2637,2.0,1166.75,13.092244786448635,1086.75,112.0,741.0,129.0,1820.0,928.25,40.425000190735,20.0,1.4853787707681407,19.202656,1.5015336,2004-06-28 15:00:00
2638,1.8,1147.75,11.631403820053329,1036.75,110.0,771.5,130.0,1719.75,834.5,39.875,20.099999904633,1.4495227478773642,18.46275,1.4144503,2004-06-28 16:00:00
2639,2.9,1220.5,17.66091504876288,1229.5,188.0,669.75,163.0,1904.5,1156.75,39.125,19.550000190735,1.3541859660112672,18.655127,1.3524373,2004-06-28 17:00:00
2640,3.4,1255.25,19.530102715391486,1283.25,203.0,640.25,160.0,2022.5,1232.0,37.0,21.875,1.350341933179104,21.908785,1.4218605,2004-06-28 18:00:00
2641,3.1,1244.5,19.654589072534,1286.75,167.0,634.75,140.0,2066.75,1288.25,33.875,26.75,1.3898838467613075,27.345984,1.4521315,2004-06-28 19:00:00
2642,2.5,1162.0,15.060586200172954,1150.5,116.0,686.75,115.0,1912.25,1143.25,31.875,30.575000286102,1.4200962876851868,30.39885,1.4925796,2004-06-28 20:00:00
2643,1.8,1078.5,11.144589364521869,1019.5,89.0,753.75,92.0,1760.0,1014.25,29.675000190735,33.85000038147,1.3873717996767536,33.819065,1.4313762,2004-06-28 21:00:00
2644,1.8,1090.5,11.66702460019206,1038.0,103.0,744.0,99.0,1785.75,1088.25,28.60000038147,36.75,1.41599590107794,35.935295,1.4117718,2004-06-28 22:00:00
2645,2.0,1085.0,11.688419353879642,1038.75,100.0,744.75,96.0,1789.75,1091.5,27.75,38.675000190735,1.4186822380859072,37.71185,1.3996207,2004-06-28 23:00:00
2646,1.5,1050.0,9.67846293726058,965.5,86.0,779.75,80.0,1748.0,1089.75,27.75,40.049999237061,1.4691201621915952,41.50317,1.4863427,2004-06-29 00:00:00
2647,0.8,941.0,6.036635420094221,813.5,52.0,873.0,65.0,1592.25,978.75,27.525000095367,41.324999809265,1.4962219672880737,40.07624,1.4196051,2004-06-29 01:00:00
2648,0.4,890.75,3.8971281280841183,705.0,27.0,980.25,46.0,1534.0,806.25,27.324999809265,41.64999961853,1.4905603563995775,40.98436,1.4529074,2004-06-29 02:00:00
2649,0.3,842.0,2.562969872698979,623.75,27.0,1079.5,46.0,1479.5,712.0,25.999999523163,44.249999046326,1.4656500693344516,44.17546,1.4497176,2004-06-29 03:00:00
2650,0.3,849.5,2.7912875851209797,638.75,35.0,1047.75,57.0,1519.0,852.5,24.849999427795,48.0,1.485724658430779,49.309204,1.5045962,2004-06-29 04:00:00
2651,0.5,862.5,3.0038336209830145,652.25,42.0,1055.25,54.0,1504.0,815.75,25.925000667572,45.14999961853,1.4888913824332268,42.73429,1.4307156,2004-06-29 05:00:00
2652,0.7,955.75,5.410637002211207,783.75,57.0,927.5,62.0,1633.75,933.75,25.27499961853,47.599999427795,1.5107863658143215,47.141804,1.4811519,2004-06-29 06:00:00
2653,3.4,1384.25,23.496478875899307,1390.5,228.0,552.0,102.0,2315.75,1547.75,24.724999904633,49.474999427795,1.5200973116748437,50.948917,1.665804,2004-06-29 07:00:00
2654,5.7,1501.5,33.51172533398835,1631.25,350.0,458.75,140.0,2622.25,1858.0,27.10000038147,43.10000038147,1.5223837533710134,41.564438,1.5904728,2004-06-29 08:00:00
2655,3.2,1218.5,15.468285585118357,1163.25,232.0,641.75,121.0,1962.75,1409.5,28.299999713898,39.75,1.505290385260899,40.759438,1.5639621,2004-06-29 09:00:00
2656,2.7,1236.75,15.25186639323188,1156.5,206.0,663.0,132.0,1967.5,1333.75,32.449999809265,32.27499961853,1.5484069591344458,32.91113,1.602533,2004-06-29 10:00:00
2657,2.1,1180.75,12.816446196415624,1077.5,159.0,706.0,122.0,1869.75,1139.75,35.39999961853,27.825000286102,1.5732645765777893,28.22023,1.6309676,2004-06-29 11:00:00
2658,2.8,1251.25,15.180015721423397,1154.25,184.0,681.5,148.0,1955.0,1110.5,35.549999237061,27.424999713898,1.563524211190195,27.435863,1.5892216,2004-06-29 12:00:00
2659,2.5,1213.75,15.686003446081612,1170.0,136.0,681.25,133.0,1963.25,1053.5,37.825000762939,24.35000038147,1.5721776290645857,24.215508,1.5945597,2004-06-29 13:00:00
2660,2.1,1165.75,12.345313148542989,1061.5,124.0,726.0,130.0,1824.75,924.25,37.199998855591,25.500000476837,1.5913816086960524,24.185637,1.5799522,2004-06-29 14:00:00
2661,2.5,1225.75,15.259858728740529,1156.75,133.0,682.5,141.0,1912.25,1040.5,37.22500038147,25.625,1.6013635421628067,23.699392,1.5214523,2004-06-29 15:00:00
2662,2.7,1265.25,17.64390447527079,1229.0,156.0,635.75,172.0,2040.25,1281.5,37.999999046326,25.025000095367,1.6311774758432847,26.51878,1.7331741,2004-06-29 16:00:00
2663,3.7,1317.25,21.5251207425991,1338.25,200.0,593.0,198.0,2132.0,1362.25,37.050000190735,26.875000476837,1.6635251496875874,25.322515,1.6397005,2004-06-29 17:00:00
2664,3.7,1371.5,23.16122131471037,1381.75,202.0,567.75,181.0,2267.5,1440.5,36.949999809265,27.77499961853,1.7098742581278725,29.744326,1.7886846,2004-06-29 18:00:00
2665,4.6,1443.0,25.550964913713212,1443.0,286.0,543.25,202.0,2331.5,1559.0,34.700000762939,31.85000038147,1.7324866046460028,32.048523,1.7123468,2004-06-29 19:00:00
2666,2.6,1200.25,14.29023754784293,1126.0,141.0,663.5,120.0,1979.25,1197.75,31.925000190735,38.424999237061,1.7897425612320301,38.388847,1.8211113,2004-06-29 20:00:00
2667,2.5,1215.5,14.399230713541861,1129.5,117.0,654.5,115.0,1993.75,1245.5,30.500000476837,42.300000190735,1.817338262771624,42.124405,1.8473397,2004-06-29 21:00:00
